row.names(geneExp_df),baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene_name
ENSG00000198246.9,348.9193574977106,0.22858064941915437,0.21185191934486694,1.0789642601587917,0.2806036603514527,0.5827072770863153,SLC29A3
ENSG00000198252.12,606.9157051394507,0.03155823509430179,0.14420403431221404,0.21884432876527932,0.8267713143756656,0.9342822940768071,STYX
ENSG00000198258.11,4319.841182530598,0.43415395220301084,0.18191710173324324,2.3865483127564264,0.017007372560796506,0.14016861844666742,UBL5
ENSG00000198265.12,1122.4277208870187,-0.16144405739387394,0.15595700745665939,-1.0351830932556167,0.3005834128530135,0.6020794689609991,HELZ
ENSG00000198270.13,231.95916302798776,0.17678611249157206,0.15885406132184812,1.1128838068130502,0.26575833557791473,0.5676157703176237,TMEM116
ENSG00000198276.16,1333.5336658807116,0.3857070869051932,0.1973959137623012,1.9539770583582148,0.05070393038312608,0.2502007477816414,UCKL1
ENSG00000198286.10,149.90007377882938,1.0530801851128748,0.3852117638980578,2.733769536154564,0.006261385278484505,0.08063549747137194,CARD11
ENSG00000198298.13,94.76922379343641,-0.44374669131170585,0.18806784197119894,-2.3595032870088555,0.018299418750653513,0.1455355368901708,ZNF485
ENSG00000198300.14,30.77920693631808,-1.4883110324863105,0.677961483693012,-2.19527372614022,0.02814396843154593,0.18456106783581763,PEG3
ENSG00000198301.12,1087.3922062043905,-0.04731128941718584,0.1224384097136458,-0.3864088853149567,0.6991938706529905,0.8729526090022773,SDAD1
ENSG00000198315.11,847.0771859109041,-0.2809337203221873,0.16782960746559772,-1.6739222868037393,0.09414587348596275,0.34282214910871733,ZKSCAN8
ENSG00000198324.13,688.0952632960822,0.2478340835569673,0.1588303145884841,1.5603701610683354,0.11867243198169952,0.3860547760091235,PHETA1
ENSG00000198331.11,191.7902603547969,-0.17315502289021065,0.22798092025286676,-0.7595154133870258,0.44754429734273726,0.7201219463341557,HYLS1
ENSG00000198336.9,10.090939989419201,0.13592556859091134,0.44844550262185257,0.30310387281446166,0.7618107028246391,0.905374324560515,MYL4
ENSG00000198342.10,79.42881775662728,-0.08067164773809116,0.20183155987263304,-0.3996978856478118,0.6893790496115042,0.8687078856174376,ZNF442
ENSG00000198346.11,231.3617329531602,-0.08434260488454985,0.18125038370314722,-0.4653375245962877,0.6416897665634953,0.843800236517624,ZNF813
ENSG00000198353.8,157.5891902494304,0.20054765367624575,0.5585413095225223,0.35905608100444175,0.719553136052147,0.8839389059052142,HOXC4
ENSG00000198354.7,23.053005275860677,0.8600868263434251,0.7492101408228204,1.1479914372205833,0.2509720987374968,0.5514255933808679,DCAF12L2
ENSG00000198355.5,2882.4252935007244,0.2863954536998006,0.20841736128030855,1.3741439385878045,0.1693970009684107,0.45809701437528505,PIM3
ENSG00000198356.12,2502.011569566316,0.37012218231794997,0.14824452823104617,2.4967004633121896,0.012535479369945245,0.11924684962891662,GET3
ENSG00000198363.18,2668.930138417027,0.04045741732360796,0.24496213010752133,0.1651578442180021,0.8688197449723961,0.9498703442168728,ASPH
ENSG00000198369.10,1025.0843517585083,-0.015012974785729116,0.19303487392721505,-0.0777733809456101,0.9380083212242873,0.9779807829043212,SPRED2
ENSG00000198373.13,1766.8128871718184,0.03294019054064944,0.1413727902818725,0.23300233711856783,0.8157595909548402,0.9292882611892641,WWP2
ENSG00000198380.13,3200.426255232252,-0.15582101457945155,0.1991482538453909,-0.7824372625452366,0.43395764210524834,0.7107967878996134,GFPT1
ENSG00000198382.9,548.9272226616663,0.06388196329110185,0.15342175453071016,0.4163813892397815,0.677130944621293,0.8615556501793143,UVRAG
ENSG00000198393.8,413.239298389517,0.038961700967504564,0.16578264051391345,0.23501677163981877,0.8141957158649082,0.9285812096981829,ZNF26
ENSG00000198399.15,1054.9019084473737,-0.31802709739731977,0.18693963106029077,-1.701228870483602,0.08890001858032498,0.33225471463023,ITSN2
ENSG00000198400.12,17.211436577406445,0.9944692878008701,0.4169002400067158,2.3853890988041893,0.01706106558041886,0.14022320398695426,NTRK1
ENSG00000198408.14,3562.906899243949,-0.33305938721356465,0.13303401383811167,-2.5035656491494174,0.012294886854033066,0.11804933639050727,OGA
ENSG00000198417.7,995.6455305727633,0.5494319413259393,0.366607667661821,1.4986918981540926,0.13395357950266024,0.4096022569844008,MT1F
ENSG00000198420.10,472.8430143084293,-0.22908434854375045,0.1722765542085932,-1.329747681546812,0.18360141899072058,0.4750629732327486,TCAF1
ENSG00000198429.10,266.6415292430564,-0.06970416978590378,0.29836946674388715,-0.23361696673117055,0.8152823546500616,0.9289566398634501,ZNF69
ENSG00000198431.16,2976.01995716071,-0.12485794902811219,0.2663259034411236,-0.4688163915520685,0.6392008824469433,0.8426968428183885,TXNRD1
ENSG00000198435.4,392.9600242946945,0.9389424345084341,0.2688956438371699,3.491846952630486,0.0004796930207136926,0.017024979928629516,NRARP
ENSG00000198440.9,107.42718714767872,-0.02755013100764927,0.18081828668507602,-0.15236363264315314,0.8789001390883523,0.9537089339436404,ZNF583
ENSG00000198453.13,185.80200018542155,0.1816802943979516,0.25354136320666754,0.7165706301336706,0.4736390719971416,0.7388802523243454,ZNF568
ENSG00000198455.4,319.20609982987634,-0.2316758435816136,0.18422491342346678,-1.257570647076784,0.20854707445171494,0.5060067990190231,ZXDB
ENSG00000198464.14,607.9110679214307,-0.2580314930473443,0.14652117940570084,-1.7610525256071263,0.0782295132159005,0.31260274812440375,ZNF480
ENSG00000198466.12,618.9176549548208,-0.12037229001343877,0.1859962261175587,-0.64717598053499,0.5175180548953684,0.7689526456856695,ZNF587
ENSG00000198467.16,6829.005352225997,0.48191706877744483,0.41547930625491936,1.1599063094655364,0.24608695359988886,0.5463740127672132,TPM2
ENSG00000198468.9,61.26517281335408,0.021685046242714095,0.301307450724548,0.07196983078436493,0.9426259171175071,0.9791914199237095,FLVCR1-DT
ENSG00000198478.8,663.7309806844994,0.1072699504831083,0.26481705338280676,0.40507191328061504,0.6854246511762336,0.8661792185296547,SH3BGRL2
ENSG00000198482.14,152.9418493326723,0.15293146818976613,0.16763359925769256,0.9122960365163683,0.3616129002147779,0.6544312543946449,ZNF808
ENSG00000198483.13,456.0431430047537,1.2628877988542284,0.4423162684775101,2.855169228120853,0.00430139025721114,0.06592443963116368,ANKRD35
ENSG00000198492.16,2433.4404694818604,-0.1708782822502556,0.09380312650399925,-1.8216693688026517,0.06850516840326094,0.29155084682996046,YTHDF2
ENSG00000198496.12,313.2275985936887,-0.44828472676011033,0.22968516569859,-1.9517356525687992,0.0509695974233828,0.25107873127154945,NBR2
ENSG00000198498.10,437.58603464085525,-0.2039525459106052,0.15945014862114035,-1.279099127058227,0.20086215099235893,0.4964006491880033,TMA16
ENSG00000198502.6,3797.8445372390315,-0.2641258686149486,0.4776686538051884,-0.5529478782224408,0.5802991012701022,0.8086149794181557,HLA-DRB5
ENSG00000198513.13,114.47748250254286,0.28798788673225906,0.2759832194728217,1.0434978158540527,0.2967177918650431,0.5984860487468476,ATL1
ENSG00000198515.16,67.73729927000105,-1.2995795590442019,0.47138647865525646,-2.7569300730720276,0.00583468276444726,0.07750096583719139,CNGA1
ENSG00000198517.10,539.311507128863,0.31257890686093165,0.26245001740736273,1.19100356688398,0.2336521846199412,0.533844089173699,MAFK
